student_ID,student_name,department_ID,self_introduction
B11802043,鄭盛元,8020,怎麼又是這個狼尾檳榔嘴
B08105026,宋家蓉,1050,幹你娘的腦洞破老鼠又忘記帶卡
B11312125,何震毅,3120,怎麼又是這個狼尾檳榔嘴
R07221207,陳泓臻,2210,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
R10722302,陳文辰,7220,叫Gary的男生都很帥 但無一例外都是🈸==
B10204047,劉又諭,2040,我的性別認同是一架攻擊直升機
B09503020,蔡僑宏,5030,我的性別認同是一架攻擊直升機
B09309019,胡宇謙,3090,浴室裡沒有人 水是我開的
R11521211,林奕中,5210,幹你娘的腦洞破老鼠又忘記帶卡
R09427013,張子容,4270,我的性別認同是一架攻擊直升機
R10521211,余思祥,5210,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B10103045,張瀚中,1030,原來你也玩原神啊
B10901045,陳煜豪,9010,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B11702170,范國宏,7020,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B08503010,鄭宇豪,5030,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B09701070,邱思婕,7010,怎麼又是這個狼尾檳榔嘴
R11941040,謝沅達,9410,怎麼又是這個狼尾檳榔嘴
B08309080,張晏舜,3090,朱大哥還活著
B10501111,宋雨泰,5010,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
R11123055,孫德儒,1230,原來你也玩原神啊
B10304015,巫竑華,3040,沒有父母願意花二十年養一個長髮男
B09909019,周郁達,9090,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B09903082,蘇琪諺,9030,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B10702056,巫竑晴,7020,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
R11641056,陳冉允,6410,怎麼又是這個狼尾檳榔嘴
R11A22100,蔡知濬,A220,幹你娘的腦洞破老鼠又忘記帶卡
B09407036,陳柏城,4070,我的性別認同是一架攻擊直升機
B08703044,陳福允,7030,朱大哥還活著
B10702087,鄭健安,7020,浴室裡沒有人 水是我開的
B10209015,王凱墉,2090,原來你也玩原神啊
R10524017,宋雨寬,5240,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B11501011,蕭世緯,5010,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B08601040,蔡政成,6010,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B11604038,呂韻安,6040,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
R10325036,蘇瑞佑,3250,怎麼又是這個狼尾檳榔嘴
B11501111,鮑佑剛,5010,原來你也玩原神啊
B08A03137,黃凱翔,A030,叫Gary的男生都很帥 但無一例外都是🈸==
B09601091,張心爾,6010,怎麼又是這個狼尾檳榔嘴
B07A03028,覃業妤,A030,我的性別認同是一架攻擊直升機
B09301808,陳勁昀,3010,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
R11642005,鄭健亭,6420,朱大哥還活著
B11401073,范懷馨,4010,你好，我是甲
B10309026,張承容,3090,怎麼又是這個狼尾檳榔嘴
R09622010,李聿碩,6220,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
R11327036,謝秉寧,3270,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B11602001,張家祺,6020,幹你娘的腦洞破老鼠又忘記帶卡
B11407021,胡芷嘉,4070,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B10200027,林建元,2000,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
R10521120,吳正達,5210,我的性別認同是一架攻擊直升機
B10202100,蔡柏廷,2020,幹你娘的腦洞破老鼠又忘記帶卡
T11309011,蘇軒翔,3090,浴室裡沒有人 水是我開的
R11941347,林奕睿,9410,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
R11223036,王力千,2230,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
R09943055,杜仁仁,9430,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B10503032,黃之寬,5030,叫Gary的男生都很帥 但無一例外都是🈸==
B10802034,劉若駿,8020,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
R11251168,賴曉融,2510,沒有父母願意花二十年養一個長髮男
B09404204,莊詠妤,4040,幹你娘的腦洞破老鼠又忘記帶卡
R10525004,翁宏蕎,5250,幹你娘的腦洞破老鼠又忘記帶卡
B06401240,楊世碩,4010,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B08806023,陳俊淳,8060,你好，我是甲
B11102142,謝唯翔,1020,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B11102025,吳少瑋,1020,你好，我是甲
B11201070,蔡柏延,2010,幹你娘的腦洞破老鼠又忘記帶卡
R10521044,黃柏緯,5210,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
B11901047,葉姵暄,9010,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
R10927039,羅尹力,9270,叫Gary的男生都很帥 但無一例外都是🈸==
B10301011,孫德恩,3010,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
B10B01259,邱煢佳,B010,浴室裡沒有人 水是我開的
B11705024,陳奕華,7050,我的性別認同是一架攻擊直升機
R10442054,廖晧智,4420,朱大哥還活著
R11622045,林靖萱,6220,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B10202109,李惟陽,2020,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B11801001,張鈺瓏,8010,你好，我是甲
R10321037,王亮男,3210,你好，我是甲
B10905032,許友陸,9050,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
R10223008,雷悅傅,2230,叫Gary的男生都很帥 但無一例外都是🈸==
B11906044,吳懿君,9060,叫Gary的男生都很帥 但無一例外都是🈸==
R10441070,陳彥愷,4410,朱大哥還活著
R11525035,黃紫奐,5250,朱大哥還活著
R11627019,陳炤均,6270,朱大哥還活著
B09901047,蔡祐樵,9010,沒有父母願意花二十年養一個長髮男
R10325055,白立綺,3250,怎麼又是這個狼尾檳榔嘴
B09503010,李聿皓,5030,你好，我是甲
B10202010,張心元,2020,浴室裡沒有人 水是我開的
B09405017,江冠駿,4050,我的性別認同是一架攻擊直升機
R10142043,覺尚元,1420,叫Gary的男生都很帥 但無一例外都是🈸==
R10721015,鄭宇嘉,7210,叫Gary的男生都很帥 但無一例外都是🈸==
B10601075,陳煜延,6010,幹你娘的腦洞破老鼠又忘記帶卡
B11601143,吳宜茵,6010,沒有父母願意花二十年養一個長髮男
B09502010,吳佳嶔,5020,浴室裡沒有人 水是我開的
B10703008,鄭宇翔,7030,原來你也玩原神啊
B11102102,張晏聯,1020,你好，我是甲
B10303018,劉容燁,3030,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B11611216,白立達,6110,原來你也玩原神啊
R11223032,王律証,2230,朱大哥還活著
R09622010,陳奕岑,6220,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
R11226028,謝涴樺,2260,叫Gary的男生都很帥 但無一例外都是🈸==
R11258024,呂嘉廷,2580,我的性別認同是一架攻擊直升機
B09501046,王能允,5010,朱大哥還活著
B11706023,黃蔓翔,7060,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B09604013,林嘉泰,6040,叫Gary的男生都很帥 但無一例外都是🈸==
B10707039,陳福濬,7070,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B10701068,羅心棠,7010,幹你娘的腦洞破老鼠又忘記帶卡
B11203008,鮑佑奐,2030,朱大哥還活著
B09407022,張閔泰,4070,叫Gary的男生都很帥 但無一例外都是🈸==
R10632045,雷悅宜,6320,我的性別認同是一架攻擊直升機
B11301019,張閔軒,3010,幹你娘的腦洞破老鼠又忘記帶卡
R10724081,張閔宜,7240,朱大哥還活著
B07105004,周梓賢,1050,原來你也玩原神啊
B11303076,陳柏賢,3030,怎麼又是這個狼尾檳榔嘴
B10507013,江子華,5070,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B09409011,蘇宏臻,4090,幹你娘的腦洞破老鼠又忘記帶卡
B10201018,王胤鑫,2010,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B08604034,李宇墉,6040,你好，我是甲
B05301037,陳冉皓,3010,叫Gary的男生都很帥 但無一例外都是🈸==
B10203049,陳煜舜,2030,幹你娘的腦洞破老鼠又忘記帶卡
B08705016,江子宏,7050,你好，我是甲
B10A01153,蔡東軒,A010,原來你也玩原神啊
B11H02125,蔡睿臻,H020,叫Gary的男生都很帥 但無一例外都是🈸==
R11942025,蔡叔澄,9420,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B08506033,賴可勛,5060,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B08109019,張邑瑀,1090,浴室裡沒有人 水是我開的
R10623048,賈子昀,6230,我的性別認同是一架攻擊直升機
B09502102,呂韻墉,5020,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B10802019,賴俊文,8020,叫Gary的男生都很帥 但無一例外都是🈸==
B10101126,林彥兒,1010,你好，我是甲
B11902100,陳孝菱,9020,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B10A02025,陳威爾,A020,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
B11101091,陳勁奐,1010,原來你也玩原神啊
B10902009,陳士寬,9020,沒有父母願意花二十年養一個長髮男
B11506035,鄭皓廷,5060,朱大哥還活著
B10401016,蔡政爾,4010,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
R11252115,李宇筠,2520,幹你娘的腦洞破老鼠又忘記帶卡
D01942021,林晏塘,9420,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B10401073,王思智,4010,原來你也玩原神啊
R11221046,謝秉峻,2210,浴室裡沒有人 水是我開的
B11503142,吳瑋廷,5030,你好，我是甲
R09B23012,黃振仁,B230,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B10209021,賴羿毅,2090,幹你娘的腦洞破老鼠又忘記帶卡
R11621011,林偉陽,6210,朱大哥還活著
B11901044,陳虹佳,9010,浴室裡沒有人 水是我開的
R07221014,覃業綺,2210,怎麼又是這個狼尾檳榔嘴
B09303012,林柏妤,3030,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B11506005,李宇昱,5060,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B09502339,劉嘉鈞,5020,幹你娘的腦洞破老鼠又忘記帶卡
B11701165,陳忠寧,7010,叫Gary的男生都很帥 但無一例外都是🈸==
B11207028,林筱珊,2070,浴室裡沒有人 水是我開的
B11701141,周梓宏,7010,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B11402054,翁宏暄,4020,幹你娘的腦洞破老鼠又忘記帶卡
B07401057,林奕呈,4010,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B10502261,黃之達,5020,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
R10527036,陳柏安,5270,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B10601043,蘇軒嘉,6010,我的性別認同是一架攻擊直升機
B09303010,吳廷宏,3030,你好，我是甲
B11901075,許庭瑀,9010,叫Gary的男生都很帥 但無一例外都是🈸==
R11941026,吳維皓,9410,浴室裡沒有人 水是我開的
R10527033,呂嘉豪,5270,怎麼又是這個狼尾檳榔嘴
R10542043,楊育宇,5420,叫Gary的男生都很帥 但無一例外都是🈸==
B10A02302,宋雨文,A020,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B10101056,許家文,1010,我的性別認同是一架攻擊直升機
B10204119,羅子凱,2040,幹你娘的腦洞破老鼠又忘記帶卡
B10403036,宋玟佑,4030,我的性別認同是一架攻擊直升機
B10701061,鄭健寧,7010,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B10702084,鄭健凱,7020,怎麼又是這個狼尾檳榔嘴
B10607039,王凱菱,6070,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
B11607054,鍾承筌,6070,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B11401092,鮑佑霆,4010,原來你也玩原神啊
B11701011,蘇宏元,7010,原來你也玩原神啊
B11617021,林宸奐,6170,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
B11606015,黃蔓峻,6060,叫Gary的男生都很帥 但無一例外都是🈸==
B09501102,鍾凱陸,5010,沒有父母願意花二十年養一個長髮男
B10102302,林柏亞,1020,你好，我是甲
R10643035,張承萱,6430,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B10701044,胡凱賢,7010,沒有父母願意花二十年養一個長髮男
B08203082,謝秉筌,2030,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B11612034,陳忠翰,6120,幹你娘的腦洞破老鼠又忘記帶卡
R11121015,吳宜穎,1210,你好，我是甲
B10502638,劉筱憲,5020,幹你娘的腦洞破老鼠又忘記帶卡
B10508032,蘇軒同,5080,我的性別認同是一架攻擊直升機
B11704026,陳炤辰,7040,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B10305009,謝秉倢,3050,你好，我是甲
B10602159,劉若鴻,6020,幹你娘的腦洞破老鼠又忘記帶卡
B11209015,陳品晏,2090,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B10705024,洪偉倢,7050,你好，我是甲
B10201060,何昀慈,2010,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B05301004,陳泓毅,3010,原來你也玩原神啊
R11941168,陳麗皓,9410,原來你也玩原神啊
B10202605,雷悅亞,2020,原來你也玩原神啊
B09607052,劉智勳,6070,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B11401075,鄭宇峻,4010,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B10601119,范懷濬,6010,浴室裡沒有人 水是我開的
B08A02170,薛晉庭,A020,你好，我是甲
R11623008,宋沛軒,6230,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B11702056,宋玟均,7020,原來你也玩原神啊
B11403065,王以千,4030,你好，我是甲
R10A22031,范國睿,A220,幹你娘的腦洞破老鼠又忘記帶卡
R10921024,袁詠婷,9210,沒有父母願意花二十年養一個長髮男
B08A01022,王錦穎,A010,你好，我是甲
B10602261,莊庭萱,6020,幹你娘的腦洞破老鼠又忘記帶卡
B10101048,陳福聯,1010,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B07A03150,林建証,A030,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B09505016,莊詠璇,5050,原來你也玩原神啊
B08A03015,柯福宇,A030,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B11108118,廖姿奐,1080,怎麼又是這個狼尾檳榔嘴
R10521053,江彥睿,5210,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B08A02001,黃信達,A020,幹你娘的腦洞破老鼠又忘記帶卡
R10943150,王凱穎,9430,浴室裡沒有人 水是我開的
B10605033,江子葳,6050,怎麼又是這個狼尾檳榔嘴
B09405035,廖顏元,4050,你好，我是甲
B08608118,陳炤宇,6080,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B11206028,王駿樺,2060,怎麼又是這個狼尾檳榔嘴
R10522037,許權堯,5220,怎麼又是這個狼尾檳榔嘴
B10702001,張仲樵,7020,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B10203020,陳勁祥,2030,你好，我是甲
R11123032,林奕翔,1230,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B08501211,鄭雅芸,5010,你好，我是甲
F10949019,鄭雅諭,9490,沒有父母願意花二十年養一個長髮男
R10641011,張舒同,6410,原來你也玩原神啊
B09103012,張舒辰,1030,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B10602102,張定均,6020,浴室裡沒有人 水是我開的
B11205017,陳威宏,2050,沒有父母願意花二十年養一個長髮男
B10100027,張晏棟,1000,朱大哥還活著
B10301043,陳柏宸,3010,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B09701013,覃業君,7010,原來你也玩原神啊
B10701047,張定旻,7010,幹你娘的腦洞破老鼠又忘記帶卡
B09101119,覃業瑀,1010,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
R10631057,簡瑋怡,6310,我的性別認同是一架攻擊直升機
B11611006,翁宏筌,6110,叫Gary的男生都很帥 但無一例外都是🈸==
B09102016,紀岱諺,1020,你好，我是甲
R10228056,李岷延,2280,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B11202106,蘇琪廷,2020,原來你也玩原神啊
B09401016,黃學憲,4010,朱大哥還活著
R11223116,張心樺,2230,朱大哥還活著
B09602091,劉宣彥,6020,原來你也玩原神啊
B11707013,柯福同,7070,朱大哥還活著
B10105022,黃品倢,1050,你好，我是甲
B08A01016,蔡承恆,A010,你好，我是甲
B11901001,李宇葳,9010,朱大哥還活著
B10801346,劉丞濬,8010,你好，我是甲
B10401140,鄭健君,4010,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B11501259,王以庭,5010,你好，我是甲
B10902024,劉丞陽,9020,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B09904035,林荷仁,9040,我的性別認同是一架攻擊直升機
R11940047,林容仁,9400,朱大哥還活著
B10A06023,許庭傅,A060,我的性別認同是一架攻擊直升機
R10928053,王柏甄,9280,原來你也玩原神啊
B10701066,王錦昀,7010,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B09607A03,張家緯,6070,叫Gary的男生都很帥 但無一例外都是🈸==
B11309019,邱亦元,3090,叫Gary的男生都很帥 但無一例外都是🈸==
R10627020,陳允辰,6270,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B08A04013,宋凱佑,A040,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
R10222054,謝瑞筠,2220,浴室裡沒有人 水是我開的
B10908037,簡佑萱,9080,浴室裡沒有人 水是我開的
B10503065,張心葳,5030,你好，我是甲
B10708015,陳思賢,7080,原來你也玩原神啊
B11301010,高凡鈞,3010,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B07203082,葉姵濬,2030,幹你娘的腦洞破老鼠又忘記帶卡
B10501045,楊皓仁,5010,沒有父母願意花二十年養一個長髮男
B10701026,蘇瑞陞,7010,叫Gary的男生都很帥 但無一例外都是🈸==
B11102027,蔡易彬,1020,叫Gary的男生都很帥 但無一例外都是🈸==
B06401024,宋家弘,4010,叫Gary的男生都很帥 但無一例外都是🈸==
B11403026,張仲翔,4030,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
R11251004,陳奕佑,2510,我的性別認同是一架攻擊直升機
B09701216,蔡柏勳,7010,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B11504025,范國寬,5040,怎麼又是這個狼尾檳榔嘴
B10502029,劉筱君,5020,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B10201102,劉筱哲,2010,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B10600047,游雅君,6000,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
R11923039,吳佳廷,9230,沒有父母願意花二十年養一個長髮男
B11202037,劉宣鑫,2020,怎麼又是這個狼尾檳榔嘴
B09101079,林偉桐,1010,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B08902043,林珈文,9020,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B12112170,張鈺昀,1120,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
R11254004,杜柏萱,2540,叫Gary的男生都很帥 但無一例外都是🈸==
R11621056,林筱諺,6210,浴室裡沒有人 水是我開的
B11614047,劉耀琳,6140,怎麼又是這個狼尾檳榔嘴
B10301044,方詠宏,3010,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B10801019,楊世嘉,8010,怎麼又是這個狼尾檳榔嘴
B10617028,沈珈維,6170,幹你娘的腦洞破老鼠又忘記帶卡
R11944034,蔡秉語,9440,朱大哥還活著
B08A02045,吳柏諺,A020,浴室裡沒有人 水是我開的
B09102101,賈子泓,1020,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B10705016,陳品哲,7050,幹你娘的腦洞破老鼠又忘記帶卡
B09501026,陳胤瀚,5010,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B11901024,陳奕文,9010,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B11408015,杜柏宇,4080,怎麼又是這個狼尾檳榔嘴
B11H02025,王柏芳,H020,叫Gary的男生都很帥 但無一例外都是🈸==
B11602019,呂嘉勳,6020,我的性別認同是一架攻擊直升機
B11201047,郭新葳,2010,幹你娘的腦洞破老鼠又忘記帶卡
B11B02043,黃聖昱,B020,原來你也玩原神啊
B10205014,潘楷賢,2050,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B10706033,莊博豫,7060,我的性別認同是一架攻擊直升機
B11601204,陳柏宇,6010,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B09404025,陳逸宜,4040,怎麼又是這個狼尾檳榔嘴
B10104049,蔡雨宇,1040,沒有父母願意花二十年養一個長髮男
B07401015,蔡柏晨,4010,叫Gary的男生都很帥 但無一例外都是🈸==
B11901102,鄭盛盛,9010,幹你娘的腦洞破老鼠又忘記帶卡
B09907057,廖姿証,9070,怎麼又是這個狼尾檳榔嘴
R10524009,劉嘉彬,5240,叫Gary的男生都很帥 但無一例外都是🈸==
R10B42101,方詠瓏,B420,沒有父母願意花二十年養一個長髮男
B11401001,劉嘉宸,4010,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
